order_id,return_id,return_date,reason,refund_amount,customer_id,order_date,status,total_amount,discount_pct,is_negative_amount,signup_date,country,customer_tier,email,item_id,product_id,quantity,unit_price,category,net_amount,refund_exceeds_order
O0001148,R000110,2024-07-19,duplicate_order,2020.28,C00215,2023-09-21,pending,2094.47,,false,2020-02-27,Nigeria,bronze,sarah84@example.org,I000003394,P0478,1,396.06,books,,false
O0001148,R000110,2024-07-19,duplicate_order,2020.28,C00215,2023-09-21,pending,2094.47,,false,2020-02-27,Nigeria,bronze,sarah84@example.org,I000003396,P0479,3,165.46,toys,,false
O0001148,R000110,2024-07-19,duplicate_order,2020.28,C00215,2023-09-21,pending,2094.47,,false,2020-02-27,Nigeria,bronze,sarah84@example.org,I000003397,P0437,8,468.26,electronics,,false
O0000264,R000065,2024-05-07,not_as_described,-1064.72,C00213,2023-10-22,shipped,-2241.23,0.0,true,2018-03-22,Senegal,silver,mlee@example.net,I000000757,P0074,9,57.31,sports,-2241.23,true
O0000264,R000065,2024-05-07,not_as_described,-1064.72,C00213,2023-10-22,shipped,-2241.23,0.0,true,2018-03-22,Senegal,silver,mlee@example.net,I000000758,P0484,8,457.41,food_drink,-2241.23,true
O0000264,R000065,2024-05-07,not_as_described,-1064.72,C00213,2023-10-22,shipped,-2241.23,0.0,true,2018-03-22,Senegal,silver,mlee@example.net,I000000756,P0303,8,262.0,toys,-2241.23,true
O0001685,R000241,2023-05-24,changed_mind,,C00279,2022-03-12,pending,1332.94,0.0,false,2022-07-08,Nigeria,silver,xwest@example.net,I000004969,P0303,8,123.49,toys,1332.94,false
O0001846,R000097,2024-01-31,changed_mind,789.03,C00462,2023-05-27,completed,878.45,0.0,false,2023-02-17,South Africa,bronze,laura09@example.com,I000005473,P0294,7,335.68,electronics,878.45,false
O0001846,R000097,2024-01-31,changed_mind,789.03,C00462,2023-05-27,completed,878.45,0.0,false,2023-02-17,South Africa,bronze,laura09@example.com,I000005472,P0040,6,247.21,food_drink,878.45,false
O0001846,R000097,2024-01-31,changed_mind,789.03,C00462,2023-05-27,completed,878.45,0.0,false,2023-02-17,South Africa,bronze,laura09@example.com,I000005474,P0021,3,94.93,,878.45,false
O0001091,R000257,2022-07-29,wrong_item,1106.98,C00300,2023-05-26,completed,2118.39,20.0,false,2023-11-21,Nigeria,bronze,lindsaybruce@example.net,I000003204,P0140,1,97.26,home_garden,1694.712,false
O0001091,R000257,2022-07-29,wrong_item,1106.98,C00300,2023-05-26,completed,2118.39,20.0,false,2023-11-21,Nigeria,bronze,lindsaybruce@example.net,I000003205,P0077,4,482.72,food_drink,1694.712,false
O0001091,R000257,2022-07-29,wrong_item,1106.98,C00300,2023-05-26,completed,2118.39,20.0,false,2023-11-21,Nigeria,bronze,lindsaybruce@example.net,I000003206,P0310,9,415.5,electronics,1694.712,false
O0001358,R000221,2023-07-04,not_as_described,806.09,C00063,2023-05-28,refunded,1636.77,10.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,I000003978,P0323,5,497.12,sports,1473.093,false
O0001358,R000221,2023-07-04,not_as_described,806.09,C00063,2023-05-28,refunded,1636.77,10.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,I000003976,P0089,9,326.18,sports,1473.093,false
O0001358,R000221,2023-07-04,not_as_described,806.09,C00063,2023-05-28,refunded,1636.77,10.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,I000003977,P0077,7,61.64,books,1473.093,false
O0000410,R000224,2024-02-29,duplicate_order,787.15,C00021,2023-05-17,completed,2429.08,5.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,I000001210,P0120,5,367.28,food_drink,2307.6259999999997,false
O0000410,R000224,2024-02-29,duplicate_order,787.15,C00021,2023-05-17,completed,2429.08,5.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,I000001207,P0357,6,185.82,books,2307.6259999999997,false
O0000410,R000224,2024-02-29,duplicate_order,787.15,C00021,2023-05-17,completed,2429.08,5.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,I000001208,P0191,7,259.67,books,2307.6259999999997,false
O0000410,R000224,2024-02-29,duplicate_order,787.15,C00021,2023-05-17,completed,2429.08,5.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,I000001206,P0003,3,14.47,food_drink,2307.6259999999997,false
O0000410,R000224,2024-02-29,duplicate_order,787.15,C00021,2023-05-17,completed,2429.08,5.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,I000001209,P0490,1,235.41,beauty,2307.6259999999997,false
O0001194,R000261,2023-03-09,duplicate_order,120.13,C00134,2023-08-10,completed,122.49,0.0,false,2021-10-19,Senegal,platinum,brentgray@example.org,I000003514,P0105,5,319.16,home_garden,122.49,false
O0001194,R000261,2023-03-09,duplicate_order,120.13,C00134,2023-08-10,completed,122.49,0.0,false,2021-10-19,Senegal,platinum,brentgray@example.org,I000003515,P0011,3,311.04,home_garden,122.49,false
O0001194,R000261,2023-03-09,duplicate_order,120.13,C00134,2023-08-10,completed,122.49,0.0,false,2021-10-19,Senegal,platinum,brentgray@example.org,I000003513,P0275,6,227.1,books,122.49,false
O0001194,R000261,2023-03-09,duplicate_order,120.13,C00134,2023-08-10,completed,122.49,0.0,false,2021-10-19,Senegal,platinum,brentgray@example.org,I000003512,P0108,7,279.73,food_drink,122.49,false
O0000499,R000018,2023-12-11,arrived_late,628.05,C00494,2023-08-16,cancelled,1208.07,0.0,false,2023-07-29,Tanzania,bronze,ismall@example.net,I000001469,P0166,2,161.65,electronics,1208.07,false
O0000499,R000018,2023-12-11,arrived_late,628.05,C00494,2023-08-16,cancelled,1208.07,0.0,false,2023-07-29,Tanzania,bronze,ismall@example.net,I000001471,P0457,9,431.99,beauty,1208.07,false
O0000499,R000018,2023-12-11,arrived_late,628.05,C00494,2023-08-16,cancelled,1208.07,0.0,false,2023-07-29,Tanzania,bronze,ismall@example.net,I000001470,P0478,9,95.85,sports,1208.07,false
O0000499,R000018,2023-12-11,arrived_late,628.05,C00494,2023-08-16,cancelled,1208.07,0.0,false,2023-07-29,Tanzania,bronze,ismall@example.net,I000001472,P0187,1,133.62,electronics,1208.07,false
O0000587,R000182,2023-07-27,changed_mind,604.06,C00146,2022-11-22,refunded,1443.09,10.0,false,2023-05-16,Ethiopia,silver,vargasmaria@example.org,I000001725,P0387,5,442.37,clothing,1298.781,false
O0001018,R000188,2023-07-29,not_as_described,-566.11,C00500,2023-08-13,shipped,-1269.39,10.0,true,2020-04-25,Ghana,silver,lopezdonald@example.com,I000003018,P0368,9,134.68,food_drink,-1142.451,true
O0001018,R000188,2023-07-29,not_as_described,-566.11,C00500,2023-08-13,shipped,-1269.39,10.0,true,2020-04-25,Ghana,silver,lopezdonald@example.com,I000003017,P0130,9,9.59,toys,-1142.451,true
O0001018,R000188,2023-07-29,not_as_described,-566.11,C00500,2023-08-13,shipped,-1269.39,10.0,true,2020-04-25,Ghana,silver,lopezdonald@example.com,I000003019,P0341,5,450.6,home_garden,-1142.451,true
O0001953,R000297,2023-07-13,arrived_late,128.2,C00324,2024-02-14,completed,356.56,0.0,false,2023-03-08,Egypt,gold,zwarren@example.com,I000005818,P0015,1,260.47,sports,356.56,false
O0001953,R000297,2023-07-13,arrived_late,128.2,C00324,2024-02-14,completed,356.56,0.0,false,2023-03-08,Egypt,gold,zwarren@example.com,I000005817,P0126,2,488.18,electronics,356.56,false
O0001953,R000297,2023-07-13,arrived_late,128.2,C00324,2024-02-14,completed,356.56,0.0,false,2023-03-08,Egypt,gold,zwarren@example.com,I000005819,P0468,3,391.17,home_garden,356.56,false
O0001759,R000111,2023-03-21,not_as_described,1134.0,C00429,2022-04-12,shipped,1254.63,,false,2018-08-18,Ghana,platinum,brittanycarpenter@example.org,I000005200,P0499,5,73.43,toys,,false
O0001199,R000069,2022-05-30,defective,,C00400,2022-07-23,refunded,1544.63,25.0,false,2023-06-16,Ghana,silver,yhill@example.org,I000003528,P0093,4,469.23,toys,1158.4725,false
O0001199,R000069,2022-05-30,defective,,C00400,2022-07-23,refunded,1544.63,25.0,false,2023-06-16,Ghana,silver,yhill@example.org,I000003527,P0121,8,113.2,electronics,1158.4725,false
O0001199,R000069,2022-05-30,defective,,C00400,2022-07-23,refunded,1544.63,25.0,false,2023-06-16,Ghana,silver,yhill@example.org,I000003525,P0191,7,343.28,sports,1158.4725,false
O0001199,R000069,2022-05-30,defective,,C00400,2022-07-23,refunded,1544.63,25.0,false,2023-06-16,Ghana,silver,yhill@example.org,I000003526,P0023,2,364.48,clothing,1158.4725,false
O0001933,R000268,2024-04-10,arrived_late,331.7,C00316,2024-06-21,cancelled,1006.54,0.0,false,2021-04-10,Egypt,gold,ythompson@example.net,I000005747,P0216,9,135.79,,1006.54,false
O0001933,R000268,2024-04-10,arrived_late,331.7,C00316,2024-06-21,cancelled,1006.54,0.0,false,2021-04-10,Egypt,gold,ythompson@example.net,I000005746,P0148,5,182.99,food_drink,1006.54,false
O0001150,R000164,2022-12-05,wrong_item,575.19,C00341,2024-03-06,pending,1083.57,20.0,false,2019-06-28,Ghana,bronze,wagnergerald@example.org,I000003405,P0126,7,326.05,books,866.856,false
O0001150,R000164,2022-12-05,wrong_item,575.19,C00341,2024-03-06,pending,1083.57,20.0,false,2019-06-28,Ghana,bronze,wagnergerald@example.org,I000003406,P0363,1,223.68,food_drink,866.856,false
O0001150,R000164,2022-12-05,wrong_item,575.19,C00341,2024-03-06,pending,1083.57,20.0,false,2019-06-28,Ghana,bronze,wagnergerald@example.org,I000003407,P0438,7,265.24,clothing,866.856,false
O0001150,R000164,2022-12-05,wrong_item,575.19,C00341,2024-03-06,pending,1083.57,20.0,false,2019-06-28,Ghana,bronze,wagnergerald@example.org,I000003403,P0110,1,378.09,electronics,866.856,false
O0001150,R000164,2022-12-05,wrong_item,575.19,C00341,2024-03-06,pending,1083.57,20.0,false,2019-06-28,Ghana,bronze,wagnergerald@example.org,I000003404,P0135,3,47.04,electronics,866.856,false
O0000365,R000004,2023-09-11,defective,36.72,C00171,2022-02-19,pending,61.52,10.0,false,2018-07-16,Kenya,silver,brandon08@example.com,I000001059,P0406,9,48.68,home_garden,55.368,false
O0000365,R000004,2023-09-11,defective,36.72,C00171,2022-02-19,pending,61.52,10.0,false,2018-07-16,Kenya,silver,brandon08@example.com,I000001060,P0401,9,347.2,sports,55.368,false
O0000365,R000004,2023-09-11,defective,36.72,C00171,2022-02-19,pending,61.52,10.0,false,2018-07-16,Kenya,silver,brandon08@example.com,I000001061,P0288,2,405.76,beauty,55.368,false
O0001282,R000279,2022-09-30,wrong_item,1943.41,C00487,2023-01-01,completed,2346.9,,false,2019-10-27,Ethiopia,platinum,katelynmitchell@example.com,I000003770,P0458,7,61.91,toys,,false
O0001282,R000279,2022-09-30,wrong_item,1943.41,C00487,2023-01-01,completed,2346.9,,false,2019-10-27,Ethiopia,platinum,katelynmitchell@example.com,I000003771,P0046,1,298.68,books,,false
O0000631,R000113,2022-05-13,changed_mind,179.5,C00062,2023-01-02,completed,781.91,25.0,false,2021-07-18,Senegal,silver,brian97@example.net,I000001861,P0147,5,91.19,toys,586.4325,false
O0000631,R000113,2022-05-13,changed_mind,179.5,C00062,2023-01-02,completed,781.91,25.0,false,2021-07-18,Senegal,silver,brian97@example.net,I000001859,P0012,7,212.04,home_garden,586.4325,false
O0000631,R000113,2022-05-13,changed_mind,179.5,C00062,2023-01-02,completed,781.91,25.0,false,2021-07-18,Senegal,silver,brian97@example.net,I000001860,P0191,3,18.02,food_drink,586.4325,false
O0000874,R000282,2022-09-30,not_as_described,413.87,C00180,2023-05-07,cancelled,982.92,0.0,false,2018-10-03,Uganda,silver,lynchjody@example.org,I000002593,P0084,9,193.99,clothing,982.92,false
O0000874,R000282,2022-09-30,not_as_described,413.87,C00180,2023-05-07,cancelled,982.92,0.0,false,2018-10-03,Uganda,silver,lynchjody@example.org,I000002594,P0024,6,246.67,sports,982.92,false
O0001468,R000068,2023-06-20,defective,2175.94,C00462,2024-05-24,shipped,2236.21,25.0,false,2023-02-17,South Africa,bronze,laura09@example.com,I000004298,P0345,5,262.18,books,1677.1575,true
O0001468,R000068,2023-06-20,defective,2175.94,C00462,2024-05-24,shipped,2236.21,25.0,false,2023-02-17,South Africa,bronze,laura09@example.com,I000004299,P0065,7,56.21,electronics,1677.1575,true
O0001468,R000068,2023-06-20,defective,2175.94,C00462,2024-05-24,shipped,2236.21,25.0,false,2023-02-17,South Africa,bronze,laura09@example.com,I000004297,P0345,6,4.58,electronics,1677.1575,true
O0001280,R000267,2022-10-02,defective,,C00060,2023-06-10,pending,,15.0,false,2023-07-10,Egypt,silver,,I000003765,P0269,3,112.75,toys,,false
O0001280,R000267,2022-10-02,defective,,C00060,2023-06-10,pending,,15.0,false,2023-07-10,Egypt,silver,,I000003763,P0414,4,249.85,sports,,false
O0001280,R000267,2022-10-02,defective,,C00060,2023-06-10,pending,,15.0,false,2023-07-10,Egypt,silver,,I000003766,P0380,9,98.84,electronics,,false
O0001280,R000267,2022-10-02,defective,,C00060,2023-06-10,pending,,15.0,false,2023-07-10,Egypt,silver,,I000003764,P0350,4,190.21,books,,false
O0000608,R000051,2024-03-16,duplicate_order,612.28,C00422,2024-02-15,refunded,1129.1,5.0,false,2018-02-16,Rwanda,silver,nataliedeleon@example.net,I000001788,P0329,5,45.88,,1072.6449999999998,false
O0000608,R000051,2024-03-16,duplicate_order,612.28,C00422,2024-02-15,refunded,1129.1,5.0,false,2018-02-16,Rwanda,silver,nataliedeleon@example.net,I000001786,P0025,4,218.12,home_garden,1072.6449999999998,false
O0000608,R000051,2024-03-16,duplicate_order,612.28,C00422,2024-02-15,refunded,1129.1,5.0,false,2018-02-16,Rwanda,silver,nataliedeleon@example.net,I000001785,P0303,5,131.7,books,1072.6449999999998,false
O0000608,R000051,2024-03-16,duplicate_order,612.28,C00422,2024-02-15,refunded,1129.1,5.0,false,2018-02-16,Rwanda,silver,nataliedeleon@example.net,I000001787,P0092,3,282.34,food_drink,1072.6449999999998,false
O0000608,R000051,2024-03-16,duplicate_order,612.28,C00422,2024-02-15,refunded,1129.1,5.0,false,2018-02-16,Rwanda,silver,nataliedeleon@example.net,I000001789,P0219,1,296.52,food_drink,1072.6449999999998,false
O0001701,R000109,2022-02-24,arrived_late,1446.24,C00413,2022-04-02,refunded,2414.39,25.0,false,2020-12-13,Rwanda,platinum,elizabeth18@example.net,I000005019,P0389,8,38.32,electronics,1810.7925,false
O0001701,R000109,2022-02-24,arrived_late,1446.24,C00413,2022-04-02,refunded,2414.39,25.0,false,2020-12-13,Rwanda,platinum,elizabeth18@example.net,I000005020,P0285,9,463.65,clothing,1810.7925,false
O0001956,R000167,2023-07-24,arrived_late,830.09,C00366,2022-08-20,pending,1173.68,5.0,false,2018-08-03,Egypt,bronze,mariahdavis@example.org,I000005829,P0054,5,431.31,books,1114.996,false
O0001956,R000167,2023-07-24,arrived_late,830.09,C00366,2022-08-20,pending,1173.68,5.0,false,2018-08-03,Egypt,bronze,mariahdavis@example.org,I000005828,P0443,8,496.02,toys,1114.996,false
O0001956,R000167,2023-07-24,arrived_late,830.09,C00366,2022-08-20,pending,1173.68,5.0,false,2018-08-03,Egypt,bronze,mariahdavis@example.org,I000005826,P0336,6,383.69,sports,1114.996,false
O0001956,R000167,2023-07-24,arrived_late,830.09,C00366,2022-08-20,pending,1173.68,5.0,false,2018-08-03,Egypt,bronze,mariahdavis@example.org,I000005827,P0377,9,382.09,clothing,1114.996,false
O0001956,R000167,2023-07-24,arrived_late,830.09,C00366,2022-08-20,pending,1173.68,5.0,false,2018-08-03,Egypt,bronze,mariahdavis@example.org,I000005830,P0198,3,412.52,beauty,1114.996,false
O0000169,R000231,2022-06-14,wrong_item,539.88,C00221,2022-11-29,pending,804.86,0.0,false,2021-12-11,Tanzania,platinum,floresthomas@example.com,I000000480,P0497,8,167.92,sports,804.86,false
O0000169,R000231,2022-06-14,wrong_item,539.88,C00221,2022-11-29,pending,804.86,0.0,false,2021-12-11,Tanzania,platinum,floresthomas@example.com,I000000479,P0187,5,208.9,electronics,804.86,false
O0001256,R000290,2024-06-30,arrived_late,1455.77,C00157,2022-06-21,shipped,1688.38,10.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,I000003690,P0390,4,163.87,books,1519.5420000000001,false
O0001256,R000290,2024-06-30,arrived_late,1455.77,C00157,2022-06-21,shipped,1688.38,10.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,I000003692,P0278,9,464.91,electronics,1519.5420000000001,false
O0001256,R000290,2024-06-30,arrived_late,1455.77,C00157,2022-06-21,shipped,1688.38,10.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,I000003691,P0477,8,240.99,electronics,1519.5420000000001,false
O0001256,R000290,2024-06-30,arrived_late,1455.77,C00157,2022-06-21,shipped,1688.38,10.0,false,2019-01-24,Nigeria,bronze,frogers@example.com,I000003693,P0403,4,58.31,beauty,1519.5420000000001,false
O0000787,R000227,2024-01-31,duplicate_order,1444.44,C00449,2022-10-05,cancelled,2168.41,0.0,false,2019-08-12,South Africa,silver,kathryn50@example.com,I000002325,P0435,5,233.96,toys,2168.41,false
